id;name;code;user_type_id/id;chart_template_id/id;reconcile
l10n_dz.pcg_6566;Dons et libéralités;6566;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_657;Charges exceptionnelles de gestion courante;657;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_658;Autres charges de gestion courante;658;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6611;Intérêts des emprunts;6611;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6612;Intérêts des dettes;6612;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6616;Intérêts bancaires et sur opérations de financement (escompte, ...);6616;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6618;Intérêts des autres dettes;6618;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_664;Pertes sur créances liées à des participations;664;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_665;Ecart d’évaluation sur actifs financiers - Moins-values;665;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_666;Pertes de change;666;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_667;Pertes nettes sur cessions d’actifs financiers;667;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_668;Autres charges financières;668;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6811;DAP-PDV : Immobilisations incorporelles;6811;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6812;DAP-PDV : Immobilisations corporelles;6812;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6853;Dotations pour pertes de valeurs sur stocks;6853;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6854;Dotations pour pertes de valeurs sur créances;6854;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6855;Dotation annuelle pour Indemnité de départ à la retraite et IFC;6855;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6856;Dotations aux provisions pour pertes et charges – PNC;6856;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6858;Dotations aux provisions – passifs courants;6858;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_6861;Dotations aux amortissements des primes de remboursement des obligations;6861;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_691;Participation des salariés aux résultats;691;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_692;Imposition différée actif – Produits;692;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_693;Imposition différée passif – Charges;693;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_698;Autres impôts sur les résultats;698;account.data_account_type_expenses;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_700;Ventes de Marchandises;700;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_701;Produits finis (ou groupe) A;701;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7011;Ventes de Produit fini (ou groupe) – PF1;7011;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7012;Ventes de Produit fini (ou groupe) – PF2;7012;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7013;Ventes de Produit fini (ou groupe) – PF3;7013;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_702;Produits finis (ou groupe) B;702;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7021;Ventes de Produits intermédiaires (ou groupe) – PI-1;7021;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7022;Ventes de Produits intermédiaires (ou groupe) – PI-2;7022;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7028;Ventes de sous produits (PR et accessoires fabriqués);7028;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_703;Ventes de produits résiduels;703;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7041;Travaux hydrauliques;7041;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7042;Travaux publics;7042;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7043;Travaux de constructions de bâtiments;7043;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_705;Études;705;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_706;Prestations de services;706;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7081;Cession de matières premières;7081;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7082;Cession d’autres approvisionnements;7082;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7086;Bonis sur reprise d’emballages consignés;7086;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7088;Autres produits des activités annexes;7088;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7092;Réduction sur ventes – Hors factures;7092;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7093;Réduction sur prestations – Hors factures;7093;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7233;IEn-cours de production;7233;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7234;En-cours d'études et de services;7234;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7241;Produits intermédiaires;7241;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7245;Produits finis;7245;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_729;Coût de la sous activité (différence d'imputation coût du chômage);729;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_731;Production immobilisée d'actifs incorporels (logiciels);731;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_732;Production immobilisée d'actifs corporels;732;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_741;Subvention d'équilibre;741;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_748;Autres subventions d'exploitation;748;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_751;Redevances pour concessions, brevets, licences, logiciels et valeurs similaires;751;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7518;Autres droits et valeurs similaires;7518;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_752;Plus values sur sorties d’actifs immobilisés non financiers;752;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_753;Jetons de présence perçus;753;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_754;Quotes-parts de subventions d’investissement virées au résultat de l’exercice;754;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7551;Quote-part de perte transférée (dans les SEP et GIE);7551;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7552;Quote-part de bénéfice attribué (dans les SEP et GIE);7552;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_756;Rentrées sur créances amorties;756;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7571;Ecart de stocks (positif) de marchandises;7571;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7572;Ecart de stocks (positif) de matières, fournitures et autres approvisionnements;7572;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7575;Dégrèvements d’impôts (autre qu’IBS);7575;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7578;Autres produits exceptionnels;7578;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7581;Lots de bord et pièces de rechange gratuites;7581;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7582;Remboursements sinistres et dégâts assurés;7582;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7583;Revenus des immeubles de placement;7583;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7586;Produits des exercices antérieurs (en cours d'exercice);7586;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7588;Produits des exercices antérieurs (en cours d'exercice);7588;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_761;Produits de participations;761;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_762;Revenus des actifs financiers;762;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_763;Revenus de créances;763;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_765;Ecart d’évaluation sur actifs financiers – Plus-values;765;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_766;Gains de change;766;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_78111;Reprises sur amortissements : Immobilisations incorporelles;78111;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_78112;Reprises sur perte de valeur : Immobilisations incorporelles;78112;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_78113;Reprises sur amortissements : Immobilisations corporelles;78113;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_78114;Reprises sur perte de valeur : Immobilisations corporelles;78114;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_78115;Reprises sur écarts de réévaluation : Immobilisations corporelles;78115;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_78117;Reprises sur plus values à réinvestir;78117;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7853;Reprise sur pertes de valeurs – Stocks et encours;7853;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7854;Reprise sur pertes de valeurs – Créances;7854;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_7858;Reprise sur provisions pour pertes et charges – PNC;7858;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
l10n_dz.pcg_786;Reprises financières sur pertes de valeur et provisions;786;account.data_account_type_revenue;l10n_dz.l10n_dz_pcg_chart_template;False
